Trade#,Date,Time,TokenAddress,TokenSymbol,TokenName,Chain,Investment_SOL,PNL_Multiplier,Return_SOL,Profit_SOL,Portfolio_Before_SOL,Portfolio_After_SOL,Max_Multiplier_Reached,HoldDuration_Minutes,TimeToAth_Minutes
153,2025-09-20,02:12:02,0xbbCe66051dD7682687d86640Bf3720F45Be14444,KORICO,Korico,bsc,0.28867593,2.9415,0.84913666,0.56046074,15.78311483,16.34357557,4.6226,27105,27105
154,2025-09-20,04:34:16,0x80302041F9FBEc9Cc9849de905A43d07D7454444,SDIYBT,SDIYBT,bsc,0.28867593,0.6000,0.17320556,-0.11547037,16.34357557,16.22810520,1.6034,74965,0
155,2025-09-20,20:11:18,He9v4WBhFnDx6roRv4pxPx6nGAYM5EMYFanSVKCwpump,SURVIVE,SURVIVE COIN,solana,0.28867593,0.6000,0.17320556,-0.11547037,16.22810520,16.11263483,1.2257,74025,15
156,2025-09-21,01:38:22,0x932Fb7f52adBC34ff81B4342b8C036b7b8Ac4444,DUST,Dust,bsc,0.32225270,2.3927,0.77105585,0.44880315,16.11263483,16.56143798,3.3160,440,440
157,2025-09-21,03:22:27,0x000Ae314E2A2172a039B26378814C252734f556A,ASTER,Aster,bsc,0.32225270,673.8227,217.14118947,216.81893678,16.56143798,233.38037476,1601.9589,17375,17375
158,2025-09-21,04:48:08,0x78F5d389F5CDCcFc41594aBaB4B0Ed02F31398b3,APX,ApolloX,bsc,0.32225270,0.6000,0.19335162,-0.12890108,233.38037476,233.25147368,1.5673,73510,5290
159,2025-09-22,03:10:41,0x20d6015660b3fe52e6690a889b5c51f69902ce0e,GIGGLE,Giggle Fund,bsc,0.32225270,2.2850,0.73635824,0.41410555,233.25147368,233.66557923,3.0596,20,20
160,2025-09-22,06:36:50,0x48f1d633712f5ee056a410fc43b16bb261ba4444,AS﻿S,AS﻿STER,bsc,0.32225270,0.6000,0.19335162,-0.12890108,233.66557923,233.53667815,1.2267,71960,0
161,2025-09-22,10:29:10,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,CANCER,HELP ME BEAT CANCER,solana,0.32225270,3.3428,1.07722891,0.75497621,233.53667815,234.29165436,5.5781,1110,1110
162,2025-09-22,17:07:46,0xb8a3c1aa7fd236029f66bf7cd7cea51e8368940b,INTERN,intern,bsc,0.32225270,0.6000,0.19335162,-0.12890108,234.29165436,234.16275328,1.4584,71330,20
163,2025-09-22,23:54:19,0x8bE1Cd9Db9F97aB6972d191B96fDbdA199E06748,ENHENG,EnHeng Fund,bsc,0.32225270,0.6000,0.19335162,-0.12890108,234.16275328,234.03385220,1.6611,70925,5
164,2025-09-23,01:44:56,7RMD2knb2JmFaged8PsZ6rBZoJEVgW3r3hM52A6fmoon,NOBROKE,BrokeNoMore,solana,0.32225270,0.8507,0.27414953,-0.04810316,234.03385220,233.98574903,1.0000,70815,0
165,2025-09-24,23:39:56,0x15D29C42981E2319E01079C81b56603C5f334444,BENJI,Benji,bsc,0.32225270,3.2185,1.03717962,0.71492692,233.98574903,234.70067596,5.2822,20,20
166,2025-09-24,23:53:57,0xDB567DD20F0eD3c33aBdEAaef72b80a1DdD04444,FOBXX,Franklin OnChain,bsc,0.32225270,0.6000,0.19335162,-0.12890108,234.70067596,234.57177488,1.6049,68045,0
167,2025-09-26,06:02:54,0x7d03759E5B41E36899833cb2E008455d69A24444,PRICELESS,priceless,bsc,0.32225270,2.8725,0.92568157,0.60342888,234.57177488,235.17520376,4.4584,125,120
168,2025-09-26,20:38:59,0x8b5f48eb9a81d52dc29c89f81daf7e2997334444,VERI,MIRA Mascot,bsc,0.32225270,0.6000,0.19335162,-0.12890108,235.17520376,235.04630268,1.9692,65360,155
169,2025-09-26,23:12:39,0x7839Fbfd09DaE4d0F15BfB36b8f16f7898FBE684,MIRA,Mira,bsc,0.32225270,0.6000,0.19335162,-0.12890108,235.04630268,234.91740160,1.0971,65205,0
170,2025-09-27,01:00:32,0x3206f7b054eb91be9766acd34aafd6efe7114444,AS﻿S,as﻿s,bsc,0.32225270,0.6000,0.19335162,-0.12890108,234.91740160,234.78850052,1.1864,65095,5
171,2025-09-27,05:18:46,0x4BABA6318cbDd731DA9adA934B29Ca530D804444,ASTEROID,ASTEROID,bsc,0.32225270,4.3396,1.39845005,1.07619735,234.78850052,235.86469787,7.9514,1180,1180
172,2025-09-29,16:37:17,0x7ca2865cf319269ea5fe19dc1de16ca43e624444,BUILDERS,Builders,bsc,4.71729396,2.5278,11.92450218,7.20720823,235.86469787,243.07190610,3.6377,5720,5720
173,2025-09-29,18:40:14,E3oEF6TZb5DssCqwyXRt31AUEnGqvcHeVcyGvLiqpump,ROY,ROY,solana,4.71729396,2.7838,13.13215143,8.41485748,243.07190610,251.48676358,4.2472,10,10
174,2025-09-30,06:47:04,623fhWRdnYVxQKe1RcZvVHxTDeAftRGBApUtzrRKpump,CNUT,Carson The Squirrel,solana,4.71729396,0.6000,2.83037637,-1.88691758,251.48676358,249.59984599,1.4574,60430,0
175,2025-10-01,05:54:35,6HFnmGqFqLN3c54ZwgQ43FmE5PpPVD1vR1K5Fhg7pump,Grokipedia,Grokipedia,solana,4.71729396,0.6000,2.83037637,-1.88691758,249.59984599,247.71292841,1.6342,59045,785
176,2025-10-01,19:30:48,0x0A43fC31a73013089DF59194872Ecae4cAe14444,4,4,bsc,4.71729396,3.0607,14.43824963,9.72095568,247.71292841,257.43388409,4.9064,385,385
177,2025-10-03,23:24:09,0x53027683088081f30bc84f983a0007e4db7d4444,四,四,bsc,4.71729396,0.6000,2.83037637,-1.88691758,257.43388409,255.54696650,1.1386,55115,0
178,2025-10-04,03:44:25,0x6B4917a11BCb3BDCb545D79F211e81aa5835a3Ba,BSC,BNB SUPER CYCLE,bsc,4.71729396,6.1064,28.80588413,24.08859017,255.54696650,279.63555668,12.1582,5775,5775
179,2025-10-04,09:59:57,0x071b016976c01eb02996cd5edb6d903e52294444,100¥,just buy 100¥ worth,bsc,4.71729396,3.0723,14.49277103,9.77547707,279.63555668,289.41103375,4.9340,0,0
180,2025-10-05,01:37:01,0x8cde5c1d2489743e83223f6aad48def582664444,SAFUGPT,SAFUGPT,bsc,5.78822067,0.6000,3.47293240,-2.31528827,289.41103375,287.09574548,1.2777,53540,10
181,2025-10-05,07:12:23,0x78998d790D6236cC05929101DE65a361af309f5b,💛CZ,💛 CZ,bsc,5.78822067,0.6000,3.47293240,-2.31528827,287.09574548,284.78045721,1.5967,53265,0
182,2025-10-05,15:23:09,0x9515027b94db16ea2a752f15cd856c453ba34444,BOSS,BOSS,bsc,5.78822067,0.8800,5.09363419,-0.69458648,284.78045721,284.08587073,2.4249,52775,215
183,2025-10-06,22:38:05,0x0c5429E9dd1362bfb55c31c01B7f0f38f5f64444,BINA,Binance yellow robot,bsc,5.78822067,2.4187,14.00006140,8.21184072,284.08587073,292.29771145,3.3779,355,335
184,2025-10-07,05:48:25,0x52f1d5d18022Db8d9Abd4EaA143163542C6b4444,1234,1234,bsc,5.78822067,0.6000,3.47293240,-2.31528827,292.29771145,289.98242318,1.5885,50470,0
185,2025-10-07,10:31:32,0x4f0a3bb884ac105d5e9f5ece437b05fc9a374444,SENDIT,Send It,bsc,5.78822067,2.3895,13.83067359,8.04245292,289.98242318,298.02487610,3.3082,685,685
186,2025-10-07,18:23:28,0x7e4DAB87cBD6307E8833Cc5C540ee151C6db4F42,BELG,Belgian Malinois,bsc,5.78822067,0.6000,3.47293240,-2.31528827,298.02487610,295.70958783,1.9349,49715,310
187,2025-10-07,22:13:25,0x77D689c28B9a1661AA75451dCee6D3D3C0264444,HODL,HODL,bsc,5.78822067,0.8800,5.09363419,-0.69458648,295.70958783,295.01500135,2.5131,49485,825
188,2025-10-07,23:11:31,0xa1658064de3ec6bc7ef0934f505676b4fdb44444,WISHDOG,WISHDOG,bsc,5.78822067,0.6000,3.47293240,-2.31528827,295.01500135,292.69971308,1.7996,49425,1365
189,2025-10-08,18:20:42,9NyLK6MHjbaKd1bY3EnFPJQDmkDLvC2WajUCErp9pump,OBEX,OBEX,solana,5.78822067,0.6000,3.47293240,-2.31528827,292.69971308,290.38442481,1.8782,48275,14075
190,2025-10-08,23:49:00,0xb2a9b398ce0ed322abd95e8f0a9748beba5e4444,5,5,bsc,5.78822067,2.4198,14.00633939,8.21811872,290.38442481,298.60254353,3.3805,5,5
191,2025-10-09,00:07:39,0x7819289962b021326574a9342f1cabb0150f4444,数字黄金,数字黄金,bsc,5.78822067,0.8800,5.09363419,-0.69458648,298.60254353,297.90795705,2.8834,47930,140
192,2025-10-10,01:07:59,0x44444085f53eD1e21d016fFF8341827944AfC5b5,匿名的,匿名的,bsc,5.78822067,0.8800,5.09363419,-0.69458648,297.90795705,297.21337057,2.3164,46430,0
193,2025-10-10,03:15:43,0x4977665504ee79d6d270890985b1371b265e4444,币安老婆,币安老婆,bsc,5.78822067,0.6000,3.47293240,-2.31528827,297.21337057,294.89808230,1.0272,46300,10
194,2025-10-10,09:38:54,0x44443dd87EC4d1bEa3425AcC118Adb023f07F91b,修仙,修仙,bsc,5.78822067,0.8800,5.09363419,-0.69458648,294.89808230,294.20349581,2.0979,45920,15
195,2025-10-10,23:24:41,0x4444f20947325dc5d37643BCAaA537C85CfCb524,BOA,BULL FROG,bsc,5.78822067,0.6000,3.47293240,-2.31528827,294.20349581,291.88820754,1.5073,45095,5
196,2025-10-12,07:08:06,0x45E57907058c707a068100De358BA4535b18E2F3,MEFAI,META FINANCIAL AI,bsc,5.83776415,0.6000,3.50265849,-2.33510566,291.88820754,289.55310188,1.8655,43190,350
197,2025-10-12,14:50:59,0xb616C0d64DcE1C1e9Cf4724Fca70DB3C5B7D4444,多福,带着帽子的狗,bsc,5.83776415,0.6000,3.50265849,-2.33510566,289.55310188,287.21799622,1.1285,42725,75
198,2025-10-12,23:36:52,0x3c7Dc3f4A8445d74D71Bb608D5D9Eeaf8E9D4444,PND,熊猫币,bsc,5.83776415,0.6000,3.50265849,-2.33510566,287.21799622,284.88289056,1.5228,42200,30
199,2025-10-12,23:37:31,0x9C27c4072738CF4b7B0B7071af0ad5666BdDC096,NIANNIAN,NianNian,bsc,5.83776415,0.6000,3.50265849,-2.33510566,284.88289056,282.54778490,1.7611,42200,0
200,2025-10-13,09:45:49,0xE5736fc2cB7B48Ecb213852B35B8ddae20754444,麻糬貓,桃子和戈马,bsc,5.83776415,0.6000,3.50265849,-2.33510566,282.54778490,280.21267924,1.4932,41590,35
201,2025-10-13,22:59:16,0xa890F8BA60051ec8a5B528F056DA362Ba208a96F,GAIN,Griffin AI,bsc,5.83776415,0.6000,3.50265849,-2.33510566,280.21267924,277.87757358,1.3961,40800,5
202,2025-10-14,08:28:52,0x9462bB84993C606a9D70758d655F30F96d304444,無為,Wu Wei,bsc,5.83776415,0.8800,5.13723245,-0.70053170,277.87757358,277.17704188,2.3831,40230,160
203,2025-10-14,09:32:55,0xd4f46c60D95e9d37507CE94db9a7703E72a24444,咸鱼,咸鱼,bsc,5.83776415,0.6000,3.50265849,-2.33510566,277.17704188,274.84193622,1.5294,40165,5
204,2025-10-15,04:39:22,C64cB3Ji5RgyeLz3YQmbYTzWRQ2w8X3jxW1B9V7MpxjC,唢呐,唢呐,solana,5.83776415,0.6000,3.50265849,-2.33510566,274.84193622,272.50683056,1.1039,39020,0
205,2025-10-15,04:53:59,0xcA8A47A05E974EB5E00D2e38E868178e1AE24444,WORTHLESS,WORTHLESS COIN,bsc,5.83776415,0.6000,3.50265849,-2.33510566,272.50683056,270.17172490,1.3105,39005,0
206,2025-10-15,11:15:18,0x0F0df6cB17ee5E883eddFEf9153fC6036BDB4e37,BAS,BNB Attestation,bsc,5.83776415,0.6000,3.50265849,-2.33510566,270.17172490,267.83661924,1.6401,38620,5560
207,2025-10-16,06:51:36,6YSkUcPs6jSoTmPFkbYkhz46GviokE5ZCVKQKifdpump,300T,300 Trillion Coin,solana,5.83776415,0.8800,5.13723245,-0.70053170,267.83661924,267.13608754,2.0675,37445,0
208,2025-10-16,06:56:03,0x3dde9c5acc5e314efaec02baea3c01a16baa867e,BINANCECAT,BinanceUSissuperawesomeandhaszerotradingfeesregisternow,bsc,5.83776415,0.6000,3.50265849,-2.33510566,267.13608754,264.80098188,1.2642,37440,10
209,2025-10-16,07:09:05,0xaf8141AA44A1EDD6E31911835a1745ee75e84444,KJGDFJ,lijdsfghjdgfsnk,bsc,5.83776415,0.6000,3.50265849,-2.33510566,264.80098188,262.46587622,1.2098,37430,0
210,2025-10-18,01:25:39,0x524b4CD1B5fa1063984F54Aee1415c59989A4444,币安,Safe Coin 币安,bsc,5.83776415,0.6000,3.50265849,-2.33510566,262.46587622,260.13077056,1.3742,34890,15
211,2025-10-18,18:59:44,0xd6C9383d1030c3ca802632E139880d6f99604444,高手,高手,bsc,5.83776415,2.6399,15.41091019,9.57314604,260.13077056,269.70391660,3.9044,480,480
212,2025-10-18,22:21:23,0xc160598f2f5b216b48fa36007b4538114a234444,SAFE,SAFE,bsc,5.83776415,0.8800,5.13723245,-0.70053170,269.70391660,269.00338490,2.0965,33635,60
213,2025-10-20,00:12:33,0x4444e5a8Eb98c7f772D0c9BdE23a3a5f23aEFB83,50501,50501 movement,bsc,5.38006770,0.6000,3.22804062,-2.15202708,269.00338490,266.85135782,1.2126,32085,0
214,2025-10-21,09:21:19,7qmWe2vUhhV1PJyN5aYUK3D5gBPkyFiwc4x5FrDcnTHZ,UPONLY,UPONLY,solana,5.38006770,0.7906,4.25364387,-1.12642383,266.85135782,265.72493399,1.1451,30095,15
215,2025-10-22,02:44:31,AGJTeQiU81S6N5yAx3hbCWF69GB4TfhN3564sS8Ppump,COBIE,Cobie,solana,5.38006770,2.2743,12.23579391,6.85572621,265.72493399,272.58066020,3.0340,260,240
216,2025-10-22,03:57:17,63bpnCja1pGB2HSazkS8FAPAUkYgcXoDwYHfvZZveBot,BOT,MasterBOT,solana,5.38006770,0.8800,4.73445957,-0.64560812,272.58066020,271.93505208,2.2179,28980,8460
217,2025-10-22,05:50:53,0x4444d14d522386647c29fd9cd9723f7339ac0f3c,TORA,Tensora,bsc,5.38006770,2.4057,12.94291440,7.56284670,271.93505208,279.49789878,3.3469,1625,1565
218,2025-10-22,17:30:57,0xf4bf4a6c074c3bda5b991cf271b68e046bdf4444,SHARKS,Money Sharks,bsc,5.38006770,0.6000,3.22804062,-2.15202708,279.49789878,277.34587170,1.5911,28165,95
219,2025-10-22,21:28:54,0xAbebED1684a789b3cf178Db810f3CBb30cC14444,SORA,Sora Oracle,bsc,5.38006770,3.2634,17.55716559,12.17709790,277.34587170,289.52296960,5.3890,8970,8970
220,2025-10-22,23:21:59,0x4444c37e9e91f95d89c8f462eebee8fa510ecb86,早上好,早上好,bsc,5.38006770,0.6000,3.22804062,-2.15202708,289.52296960,287.37094252,1.0280,27815,0
221,2025-10-23,03:34:47,0xf2f831382d1246464a566287fabaead04e854444,DEF,Default Token,bsc,5.38006770,3.8180,20.54127874,15.16121105,287.37094252,302.53215357,6.7096,160,160
222,2025-10-24,02:11:28,0xB05d9DB7f3Dd2827BA1789007A347F17a0fE4444,PARDON,Pardon CZ,bsc,5.38006770,2.6783,14.40957295,9.02950525,302.53215357,311.56165882,3.9960,35,35
223,2025-10-24,04:14:29,0x948d7a6f18511df422184360d1cd5d56f5be4444,TRUTH,Truth Farm,bsc,5.38006770,0.6000,3.22804062,-2.15202708,311.56165882,309.40963174,1.2374,26085,20
224,2025-10-24,13:27:39,7fuvJKyenbx72U32qWG4sJ53vo7PyfbhK2jk22nRpump,jiggle,jiggle butt,solana,5.38006770,0.8800,4.73445957,-0.64560812,309.40963174,308.76402361,2.1793,25530,80
225,2025-10-24,22:15:00,0x9be61A38725b265BC3eb7Bfdf17AfDFc9d26C130,AT,Apro,bsc,5.38006770,0.7815,4.20461163,-1.17545607,308.76402361,307.58856754,1.4141,25005,50
226,2025-10-27,06:35:04,3wPQhXYqy861Nhoc4bahtpf7G3e89XCLfZ67ptEfZUSA,VALOR,VALOR,solana,6.15177135,0.7873,4.84311520,-1.30865615,307.58856754,306.27991139,1.7456,21620,6800
227,2025-10-27,20:04:46,BBKPiLM9KjdJW7oQSKt99RVWcZdhF6sEHRKnwqeBGHST,GHOST,GhostwareOS,solana,6.15177135,0.9083,5.58771612,-0.56405523,306.27991139,305.71585616,2.5001,20815,8635
228,2025-10-28,00:39:12,0x085e90d9d5c9e3540ee91f7e28c48fc8cb314444,KORICO,Korico,bsc,6.15177135,0.6000,3.69106281,-2.46070854,305.71585616,303.25514762,1.3159,20540,0
229,2025-10-28,08:17:46,3oyK5vTvzAMUEicnGQBbTmNZ3veKftxCC17BLorxpump,POLYDEX,Polydex Perpetuals,solana,6.15177135,0.6000,3.69106281,-2.46070854,303.25514762,300.79443908,1.6670,20080,5
230,2025-10-28,08:20:01,CgwW9y8aLVJKGSLbjRr23mY1iGSDpwgbQetLAph15fRk,UP,UPCoin,solana,6.15177135,0.6000,3.69106281,-2.46070854,300.79443908,298.33373054,1.3796,20075,0
231,2025-10-30,19:57:07,EnbYiKqWdzKfuN12QZ33tYm9ysy4Bjhpf7XU2RY3pump,KITKAT,Justice For KitKat,solana,6.15177135,0.6000,3.69106281,-2.46070854,298.33373054,295.87302200,1.1242,16500,45
232,2025-10-31,03:43:50,Cz5oaw1XxGsPVPsEMu3SZEJ9A6vpcrVqaBAwP3ePpump,WILCO,Wilco,solana,6.15177135,0.6000,3.69106281,-2.46070854,295.87302200,293.41231345,1.4136,16035,5