Strategy,WeekStart,Trades,PortfolioStart,PortfolioEnd,ReturnPercent,Multiplier
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,22,100.00,113.01,13.01,1.1301
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,56,113.01,169.25,49.76,1.4976
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,55,169.25,212.86,25.77,1.2577
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,85,212.86,388.39,82.46,1.8246
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,54,388.39,611.66,57.48,1.5748
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,55,611.66,838.50,37.09,1.3709
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,45,838.50,1173.72,39.98,1.3998
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,38,1173.72,1439.11,22.61,1.2261
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,59,1439.11,1479.29,2.79,1.0279
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,38,1479.29,2040.27,37.92,1.3792
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,28,2040.27,4210.47,106.37,2.0637
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,25,4210.47,5449.31,29.42,1.2942
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,31,5449.31,10133.92,85.97,1.8597
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,26,10133.92,12308.38,21.46,1.2146
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,21,12308.38,12318.19,0.08,1.0008
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,26,12318.19,13324.76,8.17,1.0817
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,13324.76,13320.65,-0.03,0.9997
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,22,100.00,113.01,13.01,1.1301
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,56,113.01,169.25,49.76,1.4976
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,55,169.25,212.86,25.77,1.2577
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,85,212.86,388.39,82.46,1.8246
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,54,388.39,611.66,57.48,1.5748
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,55,611.66,794.59,29.91,1.2991
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,45,794.59,1112.26,39.98,1.3998
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,38,1112.26,1363.75,22.61,1.2261
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,59,1363.75,1401.82,2.79,1.0279
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,38,1401.82,1933.43,37.92,1.3792
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,28,1933.43,3942.86,103.93,2.0393
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,25,3942.86,5102.97,29.42,1.2942
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,31,5102.97,9387.02,83.95,1.8395
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,26,9387.02,11401.22,21.46,1.2146
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,21,11401.22,11410.31,0.08,1.0008
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,26,11410.31,12342.69,8.17,1.0817
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,12342.69,12338.89,-0.03,0.9997
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,22,100.00,113.01,13.01,1.1301
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,56,113.01,169.25,49.76,1.4976
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,55,169.25,212.86,25.77,1.2577
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,85,212.86,388.39,82.46,1.8246
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,54,388.39,611.66,57.48,1.5748
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,55,611.66,838.50,37.09,1.3709
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,45,838.50,1173.72,39.98,1.3998
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,38,1173.72,1439.11,22.61,1.2261
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,59,1439.11,1479.29,2.79,1.0279
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,38,1479.29,2040.27,37.92,1.3792
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,28,2040.27,4210.47,106.37,2.0637
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,25,4210.47,5002.33,18.81,1.1881
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,31,5002.33,9302.68,85.97,1.8597
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,26,9302.68,11298.79,21.46,1.2146
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,21,11298.79,11307.79,0.08,1.0008
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,26,11307.79,12231.79,8.17,1.0817
PT2_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,12231.79,12228.03,-0.03,0.9997
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,22,100.00,113.01,13.01,1.1301
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,56,113.01,169.25,49.76,1.4976
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,55,169.25,212.86,25.77,1.2577
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,85,212.86,388.39,82.46,1.8246
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,54,388.39,611.66,57.48,1.5748
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,55,611.66,794.59,29.91,1.2991
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,45,794.59,1112.26,39.98,1.3998
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,38,1112.26,1363.75,22.61,1.2261
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,59,1363.75,1401.82,2.79,1.0279
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,38,1401.82,1933.43,37.92,1.3792
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,28,1933.43,3942.86,103.93,2.0393
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,25,3942.86,4684.39,18.81,1.1881
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,31,4684.39,8617.04,83.95,1.8395
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,26,8617.04,10466.03,21.46,1.2146
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,21,10466.03,10474.37,0.08,1.0008
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,26,10474.37,11330.27,8.17,1.0817
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,11330.27,11326.78,-0.03,0.9997
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,22,100.00,113.01,13.01,1.1301
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,56,113.01,164.36,45.44,1.4544
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,55,164.36,208.40,26.79,1.2679
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,85,208.40,382.18,83.39,1.8339
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,54,382.18,572.61,49.83,1.4983
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,55,572.61,776.42,35.59,1.3559
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,45,776.42,1083.44,39.54,1.3954
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,38,1083.44,1274.69,17.65,1.1765
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,59,1274.69,1298.61,1.88,1.0188
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,38,1298.61,1793.16,38.08,1.3808
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,28,1793.16,3476.23,93.86,1.9386
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,25,3476.23,4449.68,28.00,1.2800
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,31,4449.68,8009.80,80.01,1.8001
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,26,8009.80,9789.32,22.22,1.2222
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,21,9789.32,9797.12,0.08,1.0008
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,26,9797.12,10597.69,8.17,1.0817
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,10597.69,10594.42,-0.03,0.9997
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-14,22,100.00,111.90,11.90,1.1190
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-21,56,111.90,165.43,47.84,1.4784
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-28,55,165.43,201.93,22.07,1.2207
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-04,85,201.93,358.82,77.69,1.7769
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-11,54,358.82,549.04,53.01,1.5301
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-18,55,549.04,740.95,34.95,1.3495
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-25,45,740.95,1028.76,38.84,1.3884
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-01,38,1028.76,1244.30,20.95,1.2095
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-08,59,1244.30,1230.38,-1.12,0.9888
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-15,38,1230.38,1674.71,36.11,1.3611
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-22,28,1674.71,3420.82,104.26,2.0426
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-29,25,3420.82,4410.24,28.92,1.2892
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-06,31,4410.24,8181.68,85.52,1.8552
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-13,26,8181.68,9840.98,20.28,1.2028
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-20,21,9840.98,9848.69,0.08,1.0008
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-27,26,9848.69,10558.32,7.21,1.0721
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-11-03,2,10558.32,10555.07,-0.03,0.9997
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,22,100.00,113.01,13.01,1.1301
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,56,113.01,166.16,47.03,1.4703
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,55,166.16,210.10,26.44,1.2644
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,85,210.10,384.64,83.08,1.8308
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,54,384.64,585.92,52.33,1.5233
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,55,585.92,760.27,29.76,1.2976
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,45,760.27,1062.03,39.69,1.3969
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,38,1062.03,1252.78,17.96,1.1796
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,59,1252.78,1280.19,2.19,1.0219
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,38,1280.19,1767.03,38.03,1.3803
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,28,1767.03,3384.40,91.53,1.9153
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,25,3384.40,4348.48,28.49,1.2849
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,31,4348.48,7789.87,79.14,1.7914
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,26,7789.87,9500.41,21.96,1.2196
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,21,9500.41,9507.99,0.08,1.0008
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,26,9507.99,10284.92,8.17,1.0817
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,10284.92,10281.75,-0.03,0.9997
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,22,100.00,113.01,13.01,1.1301
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,56,113.01,169.25,49.76,1.4976
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,55,169.25,212.86,25.77,1.2577
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,85,212.86,388.39,82.46,1.8246
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,54,388.39,611.66,57.48,1.5748
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,55,611.66,830.53,35.78,1.3578
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,45,830.53,1117.78,34.59,1.3459
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,38,1117.78,1370.52,22.61,1.2261
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,59,1370.52,1408.78,2.79,1.0279
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,38,1408.78,1943.03,37.92,1.3792
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,28,1943.03,4009.78,106.37,2.0637
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,25,4009.78,4603.58,14.81,1.1481
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,31,4603.58,8561.13,85.97,1.8597
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,26,8561.13,9454.89,10.44,1.1044
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,21,9454.89,9462.43,0.08,1.0008
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,26,9462.43,10235.65,8.17,1.0817
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,10235.65,10232.49,-0.03,0.9997
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-07-14,22,100.00,113.01,13.01,1.1301
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-07-21,56,113.01,169.25,49.76,1.4976
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-07-28,55,169.25,212.86,25.77,1.2577
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-08-04,85,212.86,388.39,82.46,1.8246
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-08-11,54,388.39,611.66,57.48,1.5748
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-08-18,55,611.66,830.53,35.78,1.3578
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-08-25,45,830.53,1117.78,34.59,1.3459
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-01,38,1117.78,1370.52,22.61,1.2261
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-08,59,1370.52,1408.78,2.79,1.0279
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-15,38,1408.78,1943.03,37.92,1.3792
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-22,28,1943.03,4009.78,106.37,2.0637
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-29,25,4009.78,4603.58,14.81,1.1481
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-10-06,31,4603.58,8561.13,85.97,1.8597
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-10-13,26,8561.13,9454.89,10.44,1.1044
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-10-20,21,9454.89,9462.43,0.08,1.0008
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-10-27,26,9462.43,10235.65,8.17,1.0817
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-11-03,2,10235.65,10232.49,-0.03,0.9997
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-14,22,100.00,113.01,13.01,1.1301
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-21,56,113.01,169.25,49.76,1.4976
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-28,55,169.25,212.86,25.77,1.2577
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-04,85,212.86,388.39,82.46,1.8246
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-11,54,388.39,611.66,57.48,1.5748
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-18,55,611.66,830.53,35.78,1.3578
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-25,45,830.53,1117.78,34.59,1.3459
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-01,38,1117.78,1370.52,22.61,1.2261
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-08,59,1370.52,1408.78,2.79,1.0279
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-15,38,1408.78,1943.03,37.92,1.3792
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-22,28,1943.03,4009.78,106.37,2.0637
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-29,25,4009.78,4603.58,14.81,1.1481
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-06,31,4603.58,8561.13,85.97,1.8597
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-13,26,8561.13,9454.89,10.44,1.1044
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-20,21,9454.89,9462.43,0.08,1.0008
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-27,26,9462.43,10235.65,8.17,1.0817
PT2_SL15_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-11-03,2,10235.65,10232.49,-0.03,0.9997
