Strategy,TotalTrades,WinRate,AvgPnlPerTrade,FinalPortfolio,CompoundFactor,MaxDrawdown,MaxDrawdownPct,StdDevReturns,RiskAdjustedScore,AvgPerTradeMaxDrawdown,AvgRiskRatio,SharpeRatio,LossClampEnabled,MinPnlFloor
PT1.5-2_SL20_NoExitCross_KijunSL_Clamp85,70,52.86,11.77,204.92,2.0492,17.28,7.78,50.25,0.0209,3.14,6.61,3.7197,Yes,0.85
PT1.5-2_SL25_NoExitCross_KijunSL_Clamp85,70,52.86,11.77,204.92,2.0492,17.28,7.78,50.25,0.0209,3.14,6.61,3.7197,Yes,0.85
PT2_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,70,51.43,11.85,203.63,2.0363,24.40,10.70,51.62,0.0201,3.73,6.64,3.6447,No,0.8
PT2-3_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,70,51.43,11.85,203.63,2.0363,24.40,10.70,51.62,0.0201,3.73,6.64,3.6447,No,0.8
PT1.5-2_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,70,52.86,11.76,203.61,2.0361,19.91,8.91,51.06,0.0203,3.63,6.60,3.6555,No,0.8
PT1.5_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,70,52.86,11.70,203.59,2.0359,16.51,7.50,50.57,0.0205,3.48,6.60,3.6712,No,0.8
PT1.5_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,70,52.86,11.70,203.59,2.0359,16.51,7.50,50.57,0.0205,3.48,6.60,3.6712,Yes,0.8
PT1.5_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,70,52.86,11.70,203.59,2.0359,16.51,7.50,50.57,0.0205,3.48,6.60,3.6712,Yes,0.8
PT2_SL15_NoExitCross_KijunSL_NoClamp,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,No,0.8
PT2_SL15_NoExitCross_KijunSL_Clamp80,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,Yes,0.8
PT2_SL15_NoExitCross_KijunSL_Clamp85,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,Yes,0.85
PT2_SL20_NoExitCross_KijunSL_Clamp85,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,Yes,0.85
PT2_SL25_NoExitCross_KijunSL_Clamp85,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,Yes,0.85
PT2-3_SL15_NoExitCross_KijunSL_NoClamp,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,No,0.8
PT2-3_SL15_NoExitCross_KijunSL_Clamp80,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,Yes,0.8
PT2-3_SL15_NoExitCross_KijunSL_Clamp85,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,Yes,0.85
PT2-3_SL20_NoExitCross_KijunSL_Clamp85,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,Yes,0.85
PT2-3_SL25_NoExitCross_KijunSL_Clamp85,70,51.43,11.65,202.48,2.0248,21.45,9.58,50.46,0.0203,3.25,6.65,3.6652,Yes,0.85
PT2_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,No,0.8
PT2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,Yes,0.8
PT2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,Yes,0.85
PT2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,Yes,0.85
PT2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,Yes,0.85
PT2-3_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,No,0.8
PT2-3_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,Yes,0.8
PT2-3_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,Yes,0.85
PT2-3_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,Yes,0.85
PT2-3_SL25_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.57,202.12,2.0212,12.48,5.83,51.35,0.0199,3.28,6.27,3.5773,Yes,0.85
PT1.5_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,70,52.86,11.55,201.57,2.0157,17.48,7.98,50.67,0.0200,3.63,6.60,3.6172,No,0.8
PT1.5-2_SL20_NoExitCross_KijunSL_NoClamp,70,52.86,11.44,200.27,2.0027,18.43,8.43,50.44,0.0199,3.48,6.60,3.6010,No,0.8
PT1.5-2_SL20_NoExitCross_KijunSL_Clamp80,70,52.86,11.44,200.27,2.0027,18.43,8.43,50.44,0.0199,3.48,6.60,3.6010,Yes,0.8
PT1.5-2_SL25_NoExitCross_KijunSL_Clamp80,70,52.86,11.44,200.27,2.0027,18.43,8.43,50.44,0.0199,3.48,6.60,3.6010,Yes,0.8
PT1.5_SL15_NoExitCross_KijunSL_NoClamp,70,52.86,11.35,200.22,2.0022,14.72,6.85,49.84,0.0201,3.14,6.61,3.6138,No,0.8
PT1.5_SL15_NoExitCross_KijunSL_Clamp80,70,52.86,11.35,200.22,2.0022,14.72,6.85,49.84,0.0201,3.14,6.61,3.6138,Yes,0.8
PT1.5_SL15_NoExitCross_KijunSL_Clamp85,70,52.86,11.35,200.22,2.0022,14.72,6.85,49.84,0.0201,3.14,6.61,3.6138,Yes,0.85
PT1.5_SL20_NoExitCross_KijunSL_Clamp85,70,52.86,11.35,200.22,2.0022,14.72,6.85,49.84,0.0201,3.14,6.61,3.6138,Yes,0.85
PT1.5_SL25_NoExitCross_KijunSL_Clamp85,70,52.86,11.35,200.22,2.0022,14.72,6.85,49.84,0.0201,3.14,6.61,3.6138,Yes,0.85
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,11.23,198.54,1.9854,12.19,5.83,50.76,0.0194,3.28,6.27,3.5128,No,0.8
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,11.23,198.54,1.9854,12.19,5.83,50.76,0.0194,3.28,6.27,3.5128,Yes,0.8
PT1.5-2_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.23,198.54,1.9854,12.19,5.83,50.76,0.0194,3.28,6.27,3.5128,Yes,0.85
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.23,198.54,1.9854,12.19,5.83,50.76,0.0194,3.28,6.27,3.5128,Yes,0.85
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,11.23,198.54,1.9854,12.19,5.83,50.76,0.0194,3.28,6.27,3.5128,Yes,0.85
PT1.5-2_SL25_NoExitCross_KijunSL_NoClamp,70,52.86,11.29,198.28,1.9828,19.38,8.91,50.54,0.0194,3.63,6.60,3.5470,No,0.8
PT2_SL20_NoExitCross_KijunSL_NoClamp,70,51.43,11.32,197.87,1.9787,22.54,10.23,50.65,0.0193,3.58,6.64,3.5474,No,0.8
PT2_SL20_NoExitCross_KijunSL_Clamp80,70,51.43,11.32,197.87,1.9787,22.54,10.23,50.65,0.0193,3.58,6.64,3.5474,Yes,0.8
PT2_SL25_NoExitCross_KijunSL_Clamp80,70,51.43,11.32,197.87,1.9787,22.54,10.23,50.65,0.0193,3.58,6.64,3.5474,Yes,0.8
PT2-3_SL20_NoExitCross_KijunSL_NoClamp,70,51.43,11.32,197.87,1.9787,22.54,10.23,50.65,0.0193,3.58,6.64,3.5474,No,0.8
PT2-3_SL20_NoExitCross_KijunSL_Clamp80,70,51.43,11.32,197.87,1.9787,22.54,10.23,50.65,0.0193,3.58,6.64,3.5474,Yes,0.8
PT2-3_SL25_NoExitCross_KijunSL_Clamp80,70,51.43,11.32,197.87,1.9787,22.54,10.23,50.65,0.0193,3.58,6.64,3.5474,Yes,0.8
PT2_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,11.24,197.55,1.9755,13.32,6.32,51.53,0.0189,3.61,6.26,3.4621,No,0.8
PT2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,11.24,197.55,1.9755,13.32,6.32,51.53,0.0189,3.61,6.26,3.4621,Yes,0.8
PT2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,11.24,197.55,1.9755,13.32,6.32,51.53,0.0189,3.61,6.26,3.4621,Yes,0.8
PT2-3_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,11.24,197.55,1.9755,13.32,6.32,51.53,0.0189,3.61,6.26,3.4621,No,0.8
PT2-3_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,11.24,197.55,1.9755,13.32,6.32,51.53,0.0189,3.61,6.26,3.4621,Yes,0.8
PT2-3_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,11.24,197.55,1.9755,13.32,6.32,51.53,0.0189,3.61,6.26,3.4621,Yes,0.8
PT2_SL25_NoExitCross_KijunSL_NoClamp,70,51.43,11.17,195.88,1.9588,23.48,10.70,50.75,0.0189,3.73,6.64,3.4938,No,0.8
PT2-3_SL25_NoExitCross_KijunSL_NoClamp,70,51.43,11.17,195.88,1.9588,23.48,10.70,50.75,0.0189,3.73,6.64,3.4938,No,0.8
PT1.5_SL20_NoExitCross_KijunSL_NoClamp,70,52.86,11.01,195.69,1.9569,15.87,7.50,50.03,0.0191,3.48,6.60,3.4946,No,0.8
PT1.5_SL20_NoExitCross_KijunSL_Clamp80,70,52.86,11.01,195.69,1.9569,15.87,7.50,50.03,0.0191,3.48,6.60,3.4946,Yes,0.8
PT1.5_SL25_NoExitCross_KijunSL_Clamp80,70,52.86,11.01,195.69,1.9569,15.87,7.50,50.03,0.0191,3.48,6.60,3.4946,Yes,0.8
PT2_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,11.09,195.60,1.9560,14.27,6.80,51.63,0.0185,3.76,6.26,3.4097,No,0.8
PT2-3_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,11.09,195.60,1.9560,14.27,6.80,51.63,0.0185,3.76,6.26,3.4097,No,0.8
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,10.97,195.58,1.9558,11.98,5.83,50.41,0.0190,3.28,6.27,3.4552,No,0.8
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,10.97,195.58,1.9558,11.98,5.83,50.41,0.0190,3.28,6.27,3.4552,Yes,0.8
PT1.5_SL15_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,10.97,195.58,1.9558,11.98,5.83,50.41,0.0190,3.28,6.27,3.4552,Yes,0.85
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,10.97,195.58,1.9558,11.98,5.83,50.41,0.0190,3.28,6.27,3.4552,Yes,0.85
PT1.5_SL25_TS15@1.5_ExitCross_KijunSL_Clamp85,70,48.57,10.97,195.58,1.9558,11.98,5.83,50.41,0.0190,3.28,6.27,3.4552,Yes,0.85
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,10.90,194.06,1.9406,12.37,6.00,50.94,0.0185,3.61,6.26,3.3965,No,0.8
PT1.5-2_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,10.90,194.06,1.9406,12.37,6.00,50.94,0.0185,3.61,6.26,3.3965,Yes,0.8
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,10.90,194.06,1.9406,12.37,6.00,50.94,0.0185,3.61,6.26,3.3965,Yes,0.8
PT1.5_SL25_NoExitCross_KijunSL_NoClamp,70,52.86,10.86,193.74,1.9374,16.80,7.98,50.13,0.0187,3.63,6.60,3.4405,No,0.8
PT1.5-2_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,10.75,192.13,1.9213,12.90,6.29,51.04,0.0181,3.76,6.26,3.3436,No,0.8
PT2_SL15_TS20@2_ExitCross_KijunSL_NoClamp,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,No,0.8
PT2_SL15_TS20@2_ExitCross_KijunSL_Clamp80,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,Yes,0.8
PT2_SL15_TS20@2_ExitCross_KijunSL_Clamp85,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,Yes,0.85
PT2_SL20_TS20@2_ExitCross_KijunSL_Clamp85,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,Yes,0.85
PT2_SL25_TS20@2_ExitCross_KijunSL_Clamp85,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,Yes,0.85
PT2-3_SL15_TS20@2_ExitCross_KijunSL_NoClamp,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,No,0.8
PT2-3_SL15_TS20@2_ExitCross_KijunSL_Clamp80,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,Yes,0.8
PT2-3_SL15_TS20@2_ExitCross_KijunSL_Clamp85,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,Yes,0.85
PT2-3_SL20_TS20@2_ExitCross_KijunSL_Clamp85,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,Yes,0.85
PT2-3_SL25_TS20@2_ExitCross_KijunSL_Clamp85,70,47.14,10.83,192.00,1.9200,20.35,9.58,51.07,0.0180,3.39,6.32,3.3650,Yes,0.85
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_NoClamp,70,48.57,10.73,191.86,1.9186,16.19,7.78,50.50,0.0182,3.28,6.27,3.3733,No,0.8
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_Clamp80,70,48.57,10.73,191.86,1.9186,16.19,7.78,50.50,0.0182,3.28,6.27,3.3733,Yes,0.8
PT1.5-2_SL15_TS20@2_ExitCross_KijunSL_Clamp85,70,48.57,10.73,191.86,1.9186,16.19,7.78,50.50,0.0182,3.28,6.27,3.3733,Yes,0.85
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_Clamp85,70,48.57,10.73,191.86,1.9186,16.19,7.78,50.50,0.0182,3.28,6.27,3.3733,Yes,0.85
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_Clamp85,70,48.57,10.73,191.86,1.9186,16.19,7.78,50.50,0.0182,3.28,6.27,3.3733,Yes,0.85
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,10.64,191.16,1.9116,12.15,6.00,50.60,0.0180,3.61,6.26,3.3383,No,0.8
PT1.5_SL20_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,10.64,191.16,1.9116,12.15,6.00,50.60,0.0180,3.61,6.26,3.3383,Yes,0.8
PT1.5_SL25_TS15@1.5_ExitCross_KijunSL_Clamp80,70,48.57,10.64,191.16,1.9116,12.15,6.00,50.60,0.0180,3.61,6.26,3.3383,Yes,0.8
PT1.5_SL15_TS20@2_ExitCross_KijunSL_NoClamp,70,48.57,10.52,189.81,1.8981,13.97,6.85,50.11,0.0179,3.28,6.27,3.3330,No,0.8
PT1.5_SL15_TS20@2_ExitCross_KijunSL_Clamp80,70,48.57,10.52,189.81,1.8981,13.97,6.85,50.11,0.0179,3.28,6.27,3.3330,Yes,0.8
PT1.5_SL15_TS20@2_ExitCross_KijunSL_Clamp85,70,48.57,10.52,189.81,1.8981,13.97,6.85,50.11,0.0179,3.28,6.27,3.3330,Yes,0.85
PT1.5_SL20_TS20@2_ExitCross_KijunSL_Clamp85,70,48.57,10.52,189.81,1.8981,13.97,6.85,50.11,0.0179,3.28,6.27,3.3330,Yes,0.85
PT1.5_SL25_TS20@2_ExitCross_KijunSL_Clamp85,70,48.57,10.52,189.81,1.8981,13.97,6.85,50.11,0.0179,3.28,6.27,3.3330,Yes,0.85
PT1.5_SL25_TS15@1.5_ExitCross_KijunSL_NoClamp,70,48.57,10.49,189.27,1.8927,12.15,6.03,50.69,0.0176,3.76,6.26,3.2852,No,0.8
PT2_SL20_TS20@2_ExitCross_KijunSL_NoClamp,70,47.14,10.49,187.62,1.8762,21.39,10.23,51.25,0.0171,3.72,6.31,3.2501,No,0.8
PT2_SL20_TS20@2_ExitCross_KijunSL_Clamp80,70,47.14,10.49,187.62,1.8762,21.39,10.23,51.25,0.0171,3.72,6.31,3.2501,Yes,0.8
PT2_SL25_TS20@2_ExitCross_KijunSL_Clamp80,70,47.14,10.49,187.62,1.8762,21.39,10.23,51.25,0.0171,3.72,6.31,3.2501,Yes,0.8
PT2-3_SL20_TS20@2_ExitCross_KijunSL_NoClamp,70,47.14,10.49,187.62,1.8762,21.39,10.23,51.25,0.0171,3.72,6.31,3.2501,No,0.8
PT2-3_SL20_TS20@2_ExitCross_KijunSL_Clamp80,70,47.14,10.49,187.62,1.8762,21.39,10.23,51.25,0.0171,3.72,6.31,3.2501,Yes,0.8
PT2-3_SL25_TS20@2_ExitCross_KijunSL_Clamp80,70,47.14,10.49,187.62,1.8762,21.39,10.23,51.25,0.0171,3.72,6.31,3.2501,Yes,0.8
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_NoClamp,70,48.57,10.40,187.50,1.8750,17.27,8.43,50.68,0.0173,3.61,6.26,3.2570,No,0.8
PT1.5-2_SL20_TS20@2_ExitCross_KijunSL_Clamp80,70,48.57,10.40,187.50,1.8750,17.27,8.43,50.68,0.0173,3.61,6.26,3.2570,Yes,0.8
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_Clamp80,70,48.57,10.40,187.50,1.8750,17.27,8.43,50.68,0.0173,3.61,6.26,3.2570,Yes,0.8
PT1.5-2_SL15_ExitCross_KijunSL_NoClamp,70,48.57,10.27,186.71,1.8671,15.76,7.78,49.97,0.0174,3.28,6.27,3.2617,No,0.8
PT1.5-2_SL15_ExitCross_KijunSL_Clamp80,70,48.57,10.27,186.71,1.8671,15.76,7.78,49.97,0.0174,3.28,6.27,3.2617,Yes,0.8
PT1.5-2_SL15_ExitCross_KijunSL_Clamp85,70,48.57,10.27,186.71,1.8671,15.76,7.78,49.97,0.0174,3.28,6.27,3.2617,Yes,0.85
PT1.5-2_SL20_ExitCross_KijunSL_Clamp85,70,48.57,10.27,186.71,1.8671,15.76,7.78,49.97,0.0174,3.28,6.27,3.2617,Yes,0.85
PT1.5-2_SL25_ExitCross_KijunSL_Clamp85,70,48.57,10.27,186.71,1.8671,15.76,7.78,49.97,0.0174,3.28,6.27,3.2617,Yes,0.85
PT2_SL25_TS20@2_ExitCross_KijunSL_NoClamp,70,47.14,10.34,185.73,1.8573,22.27,10.71,51.35,0.0167,3.87,6.31,3.1980,No,0.8
PT2-3_SL25_TS20@2_ExitCross_KijunSL_NoClamp,70,47.14,10.34,185.73,1.8573,22.27,10.71,51.35,0.0167,3.87,6.31,3.1980,No,0.8
PT1.5-2_SL25_TS20@2_ExitCross_KijunSL_NoClamp,70,48.57,10.25,185.63,1.8563,18.16,8.91,50.78,0.0169,3.76,6.26,3.2042,No,0.8
PT1.5_SL20_TS20@2_ExitCross_KijunSL_NoClamp,70,48.57,10.19,185.51,1.8551,15.06,7.51,50.29,0.0170,3.61,6.26,3.2160,No,0.8
PT1.5_SL20_TS20@2_ExitCross_KijunSL_Clamp80,70,48.57,10.19,185.51,1.8551,15.06,7.51,50.29,0.0170,3.61,6.26,3.2160,Yes,0.8
PT1.5_SL25_TS20@2_ExitCross_KijunSL_Clamp80,70,48.57,10.19,185.51,1.8551,15.06,7.51,50.29,0.0170,3.61,6.26,3.2160,Yes,0.8
PT2_SL15_ExitCross_KijunSL_NoClamp,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,No,0.8
PT2_SL15_ExitCross_KijunSL_Clamp80,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,Yes,0.8
PT2_SL15_ExitCross_KijunSL_Clamp85,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,Yes,0.85
PT2_SL20_ExitCross_KijunSL_Clamp85,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,Yes,0.85
PT2_SL25_ExitCross_KijunSL_Clamp85,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,Yes,0.85
PT2-3_SL15_ExitCross_KijunSL_NoClamp,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,No,0.8
PT2-3_SL15_ExitCross_KijunSL_Clamp80,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,Yes,0.8
PT2-3_SL15_ExitCross_KijunSL_Clamp85,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,Yes,0.85
PT2-3_SL20_ExitCross_KijunSL_Clamp85,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,Yes,0.85
PT2-3_SL25_ExitCross_KijunSL_Clamp85,70,47.14,10.14,184.51,1.8451,19.56,9.58,50.18,0.0168,3.39,6.32,3.2091,Yes,0.85
PT1.5_SL25_TS20@2_ExitCross_KijunSL_NoClamp,70,48.57,10.04,183.66,1.8366,15.94,7.99,50.39,0.0166,3.76,6.26,3.1628,No,0.8
PT1.5-2_SL20_ExitCross_KijunSL_NoClamp,70,48.57,9.94,182.46,1.8246,16.81,8.43,50.15,0.0164,3.61,6.26,3.1447,No,0.8
PT1.5-2_SL20_ExitCross_KijunSL_Clamp80,70,48.57,9.94,182.46,1.8246,16.81,8.43,50.15,0.0164,3.61,6.26,3.1447,Yes,0.8
PT1.5-2_SL25_ExitCross_KijunSL_Clamp80,70,48.57,9.94,182.46,1.8246,16.81,8.43,50.15,0.0164,3.61,6.26,3.1447,Yes,0.8
PT1.5_SL15_ExitCross_KijunSL_NoClamp,70,48.57,9.84,182.25,1.8225,13.41,6.85,49.55,0.0166,3.28,6.27,3.1524,No,0.8
PT1.5_SL15_ExitCross_KijunSL_Clamp80,70,48.57,9.84,182.25,1.8225,13.41,6.85,49.55,0.0166,3.28,6.27,3.1524,Yes,0.8
PT1.5_SL15_ExitCross_KijunSL_Clamp85,70,48.57,9.84,182.25,1.8225,13.41,6.85,49.55,0.0166,3.28,6.27,3.1524,Yes,0.85
PT1.5_SL20_ExitCross_KijunSL_Clamp85,70,48.57,9.84,182.25,1.8225,13.41,6.85,49.55,0.0166,3.28,6.27,3.1524,Yes,0.85
PT1.5_SL25_ExitCross_KijunSL_Clamp85,70,48.57,9.84,182.25,1.8225,13.41,6.85,49.55,0.0166,3.28,6.27,3.1524,Yes,0.85
PT1.5-2_SL25_ExitCross_KijunSL_NoClamp,70,48.57,9.79,180.63,1.8063,17.67,8.91,50.25,0.0160,3.76,6.26,3.0916,No,0.8
PT2_SL20_ExitCross_KijunSL_NoClamp,70,47.14,9.81,180.30,1.8030,20.55,10.23,50.36,0.0159,3.72,6.31,3.0928,No,0.8
PT2_SL20_ExitCross_KijunSL_Clamp80,70,47.14,9.81,180.30,1.8030,20.55,10.23,50.36,0.0159,3.72,6.31,3.0928,Yes,0.8
PT2_SL25_ExitCross_KijunSL_Clamp80,70,47.14,9.81,180.30,1.8030,20.55,10.23,50.36,0.0159,3.72,6.31,3.0928,Yes,0.8
PT2-3_SL20_ExitCross_KijunSL_NoClamp,70,47.14,9.81,180.30,1.8030,20.55,10.23,50.36,0.0159,3.72,6.31,3.0928,No,0.8
PT2-3_SL20_ExitCross_KijunSL_Clamp80,70,47.14,9.81,180.30,1.8030,20.55,10.23,50.36,0.0159,3.72,6.31,3.0928,Yes,0.8
PT2-3_SL25_ExitCross_KijunSL_Clamp80,70,47.14,9.81,180.30,1.8030,20.55,10.23,50.36,0.0159,3.72,6.31,3.0928,Yes,0.8
PT2_SL25_ExitCross_KijunSL_NoClamp,70,47.14,9.66,178.48,1.7848,21.40,10.71,50.46,0.0156,3.87,6.31,3.0401,No,0.8
PT2-3_SL25_ExitCross_KijunSL_NoClamp,70,47.14,9.66,178.48,1.7848,21.40,10.71,50.46,0.0156,3.87,6.31,3.0401,No,0.8
PT1.5_SL20_ExitCross_KijunSL_NoClamp,70,48.57,9.51,178.11,1.7811,14.46,7.51,49.73,0.0157,3.61,6.26,3.0349,No,0.8
PT1.5_SL20_ExitCross_KijunSL_Clamp80,70,48.57,9.51,178.11,1.7811,14.46,7.51,49.73,0.0157,3.61,6.26,3.0349,Yes,0.8
PT1.5_SL25_ExitCross_KijunSL_Clamp80,70,48.57,9.51,178.11,1.7811,14.46,7.51,49.73,0.0157,3.61,6.26,3.0349,Yes,0.8
PT1.5_SL25_ExitCross_KijunSL_NoClamp,70,48.57,9.36,176.33,1.7633,15.30,7.99,49.82,0.0153,3.76,6.26,2.9816,No,0.8
